Date,Adj Close,Close,High,Low,Open,Volume
2024-01-16,732.885009765625,745.6649780273438,761.4500122070312,742.7899780273438,747.5,11947230
2024-01-17,723.272705078125,735.885009765625,747.8200073242188,730.219970703125,730.3300170898438,13802710
2024-01-18,714.1026000976562,726.5549926757812,735.1749877929688,723.4000244140625,729.5999755859375,16869960
2024-01-19,719.3658447265625,731.9099731445312,738.8800048828125,726.125,736.0,8308100
2024-01-23,694.9515380859375,707.0700073242188,735.5,704.260009765625,735.2899780273438,25332970
2024-01-24,693.4380493164062,705.530029296875,710.4000244140625,699.6799926757812,710.4000244140625,20636750
2024-01-25,696.4061889648438,708.5499877929688,712.5800170898438,703.5999755859375,705.530029296875,11683490
2024-01-29,706.8392333984375,719.1649780273438,722.4949951171875,708.510009765625,708.5499877929688,18603610
2024-01-30,670.0360717773438,681.719970703125,698.8499755859375,680.5,698.8499755859375,41531470
2024-01-31,674.5276489257812,686.2899780273438,692.0999755859375,681.2000122070312,682.0,18105120
2024-02-01,662.7727661132812,674.3300170898438,687.9949951171875,673.2999877929688,686.5900268554688,19111370
2024-02-02,673.0927124023438,684.8300170898438,691.0,675.2999877929688,675.5,13675080
2024-02-05,649.4942626953125,660.8200073242188,689.5,660.0,689.4000244140625,17712220
2024-02-06,648.5065307617188,659.8150024414062,669.9000244140625,653.5,664.7999877929688,24395330
2024-02-07,659.4212036132812,670.9199829101562,673.760009765625,662.5250244140625,664.0999755859375,15382370
2024-02-08,646.2950439453125,657.5650024414062,673.75,653.6699829101562,673.1849975585938,21932090
2024-02-09,654.044921875,665.4500122070312,667.77001953125,657.2000122070312,658.0,12098740
2024-02-12,645.6561889648438,656.9149780273438,667.1849975585938,655.1500244140625,666.9450073242188,5447840
2024-02-13,649.0469970703125,660.364990234375,663.9000244140625,655.3099975585938,660.0,9480140
2024-02-14,653.2586669921875,664.6500244140625,665.5999755859375,655.0,656.385009765625,6361260
2024-02-15,650.5950317382812,661.9400024414062,667.739990234375,658.5650024414062,664.5999755859375,8808590
2024-02-16,650.5753784179688,661.9199829101562,666.0,660.2000122070312,665.0050048828125,10294310
2024-02-19,659.7750854492188,671.280029296875,680.6900024414062,662.530029296875,664.8900146484375,13158810
2024-02-20,664.7679443359375,676.3599853515625,679.2000122070312,668.125,671.1900024414062,11067090
2024-02-21,657.4161376953125,668.8800048828125,679.0,666.5050048828125,679.0,8549440
2024-02-22,656.0548706054688,667.4949951171875,670.6849975585938,656.0999755859375,669.10498046875,10223740
2024-02-23,658.3056640625,669.7849731445312,671.9000244140625,663.260009765625,667.4000244140625,12803110
2024-02-26,652.939208984375,664.3250122070312,670.7999877929688,662.4199829101562,669.0,8920560
2024-02-27,644.3882446289062,655.625,664.2000122070312,649.1099853515625,663.0999755859375,11503060
2024-02-28,638.7318725585938,649.8699951171875,659.6749877929688,647.5,657.2000122070312,5353210
2024-02-29,638.4027099609375,649.5349731445312,653.9000244140625,636.6199951171875,649.9000244140625,16990980
2024-03-01,645.8822631835938,657.14501953125,660.8699951171875,650.2100219726562,651.1749877929688,9190800
2024-03-04,648.9291381835938,660.2449951171875,663.9949951171875,655.7449951171875,658.7999877929688,3971180
2024-03-05,621.5859375,632.4249877929688,663.625,627.2000122070312,660.2449951171875,17175580
2024-03-06,620.3082275390625,631.125,634.5900268554688,618.780029296875,633.25,21047920
2024-03-07,631.0999755859375,642.10498046875,646.8599853515625,632.5399780273438,635.0,14694210
2024-03-11,632.3482666015625,643.375,655.2000122070312,640.4000244140625,655.0,12039710
2024-03-12,632.5742797851562,643.60498046875,648.5,634.135009765625,640.5,10946770
2024-03-13,634.5498657226562,645.614990234375,651.4949951171875,639.155029296875,643.9249877929688,11321830
2024-03-14,628.7803955078125,639.7449951171875,647.0,629.780029296875,645.614990234375,12198650
2024-03-15,640.2701416015625,651.4349975585938,657.7999877929688,636.0,637.5050048828125,19705000
2024-03-18,639.3167114257812,650.4650268554688,655.5,645.6099853515625,651.4349975585938,6764250
2024-03-19,648.3197021484375,659.625,666.719970703125,650.5,650.969970703125,14080870
2024-03-20,653.5534057617188,664.9500122070312,673.0999755859375,660.5999755859375,661.0,14908310
2024-03-21,660.0648803710938,671.5750122070312,677.1649780273438,665.7150268554688,670.75,18060920
2024-03-22,664.5026245117188,676.0900268554688,680.2999877929688,668.6300048828125,670.5,11252380
2024-03-26,679.1668090820312,691.010009765625,694.5,674.5,675.4500122070312,18503210
2024-03-27,690.23876953125,702.2750244140625,704.9000244140625,690.5,694.5750122070312,15512750
2024-03-28,712.1073608398438,724.5250244140625,734.9299926757812,703.2100219726562,703.2100219726562,35745180
2024-04-01,712.6676635742188,725.094970703125,734.344970703125,722.0050048828125,726.125,11252380
2024-04-02,708.3872680664062,720.739990234375,725.5,713.5,725.094970703125,9676150
2024-04-03,718.397705078125,730.9249877929688,732.3350219726562,718.614990234375,719.7000122070312,9589430
2024-04-04,715.8569946289062,728.3400268554688,735.0,725.5,734.5,10405890
2024-04-05,705.2667236328125,717.5650024414062,725.9000244140625,715.5999755859375,723.4749755859375,12004940
2024-04-08,705.5517578125,717.85498046875,722.6950073242188,714.280029296875,721.5,5182100
2024-04-09,707.0309448242188,719.3599853515625,723.5349731445312,712.4500122070312,722.0,7102810
2024-04-10,710.6331787109375,723.0250244140625,725.4000244140625,716.0,723.5900268554688,5679860
2024-04-12,710.5643310546875,722.9550170898438,726.4000244140625,715.6300048828125,722.4000244140625,10925880
2024-04-15,695.4971313476562,707.625,719.8800048828125,706.344970703125,714.5050048828125,7584480
2024-04-16,683.506103515625,695.4249877929688,703.4299926757812,693.0999755859375,700.9949951171875,9632930
2024-04-18,677.505859375,689.3200073242188,699.5,686.5999755859375,692.8099975585938,13851330
2024-04-19,699.7479248046875,711.9500122070312,715.0,681.0050048828125,684.0050048828125,12183750
2024-04-22,716.721923828125,729.219970703125,730.5999755859375,716.72998046875,716.72998046875,11652720
2024-04-23,713.5472412109375,725.989990234375,733.989990234375,723.6799926757812,730.9000244140625,10815670
2024-04-24,720.3536376953125,732.9149780273438,741.9450073242188,725.0,728.2999877929688,8869290
2024-04-25,716.9873046875,729.489990234375,736.4849853515625,712.510009765625,733.0,11733540
2024-04-26,661.5833740234375,673.1199951171875,700.0,669.1500244140625,700.0,58147230
2024-04-29,670.9598999023438,682.6599731445312,683.9600219726562,671.3049926757812,678.9949951171875,16810300
2024-04-30,680.48876953125,692.35498046875,697.5,682.1950073242188,682.9949951171875,17986750
2024-05-02,676.4738159179688,688.27001953125,696.9949951171875,686.5,693.7849731445312,11395720
2024-05-03,681.2702026367188,693.1500244140625,740.0,690.6950073242188,732.9000244140625,68186010
2024-05-06,674.2279663085938,685.9849853515625,701.9949951171875,684.5,700.7949829101562,12299880
2024-05-07,675.4761352539062,687.2550048828125,694.3099975585938,678.7999877929688,688.9949951171875,12981260
2024-05-08,668.2914428710938,679.9450073242188,687.9550170898438,678.5,687.1500244140625,7259250
2024-05-09,649.1945190429688,660.5150146484375,683.27001953125,658.5,679.989990234375,13811150
2024-05-10,656.9590454101562,668.4149780273438,669.7999877929688,660.1199951171875,663.8900146484375,8249080
2024-05-13,660.3598022460938,671.875,674.4299926757812,662.0,668.4000244140625,5122560
2024-05-14,656.1285400390625,667.5700073242188,674.1849975585938,665.760009765625,671.0,7558400
2024-05-15,656.5511474609375,668.0,673.1950073242188,664.5050048828125,669.2000122070312,5950590
2024-05-16,663.151123046875,674.7150268554688,676.2100219726562,662.3049926757812,670.0349731445312,10598510
2024-05-17,661.2099609375,672.739990234375,678.0,670.10498046875,674.7000122070312,4801580
2024-05-21,662.7284545898438,674.2849731445312,678.5,670.5,670.5,7616240
2024-05-22,662.8955688476562,674.4550170898438,677.7449951171875,672.7249755859375,677.7449951171875,4160460
2024-05-23,670.96484375,682.6649780273438,685.3499755859375,673.0050048828125,675.9550170898438,7093170
2024-05-24,671.9722900390625,683.6900024414062,691.0,679.2999877929688,682.0,7420430
2024-05-27,677.7318725585938,689.5499877929688,695.9550170898438,681.0,685.9000244140625,6554710
2024-05-28,675.5252685546875,687.3049926757812,694.5,685.6900024414062,691.39501953125,7528670
2024-05-29,669.0040283203125,680.6699829101562,690.7999877929688,678.5349731445312,687.7999877929688,7213310
2024-05-30,650.30517578125,661.64501953125,679.89501953125,659.405029296875,677.989990234375,11555750
2024-05-31,658.2908935546875,669.77001953125,677.1950073242188,664.239990234375,666.4949951171875,28417330
2024-06-03,679.7024536132812,691.5549926757812,698.8699951171875,683.2949829101562,694.885009765625,11482120
2024-06-04,639.79833984375,650.9550170898438,691.594970703125,637.5700073242188,691.594970703125,32993870
2024-06-05,671.9476928710938,683.6649780273438,686.2000122070312,653.5549926757812,660.4000244140625,12185170
2024-06-06,680.7099609375,692.5800170898438,701.2949829101562,682.22998046875,685.0,14657160
2024-06-07,706.8147583007812,719.1400146484375,729.9000244140625,694.0999755859375,699.5,29840520
2024-06-10,696.7354736328125,708.885009765625,725.0,707.5250244140625,725.0,8723180
2024-06-11,701.5760498046875,713.8099975585938,716.9000244140625,705.0999755859375,708.2999877929688,12052130
2024-06-12,709.4046020507812,721.7750244140625,727.7000122070312,711.5,714.7999877929688,12685080
2024-06-13,716.9922485351562,729.4949951171875,732.5,723.2150268554688,725.219970703125,13454950
2024-06-14,721.5723876953125,734.155029296875,737.0,724.7000122070312,729.60498046875,11874880
2024-06-18,720.8990478515625,733.469970703125,742.9450073242188,730.0,736.5,9469040
2024-06-19,710.996826171875,723.39501953125,734.89501953125,717.7899780273438,733.469970703125,5204000
2024-06-20,708.3577880859375,720.7100219726562,726.489990234375,711.0999755859375,722.0,9001580
2024-06-21,704.7177734375,713.4249877929688,726.5,707.5,723.9299926757812,14998180
2024-06-24,699.5416870117188,708.1849975585938,710.6950073242188,702.0549926757812,707.5999755859375,6356540
2024-06-25,698.8107299804688,707.4450073242188,714.0,699.7999877929688,710.0999755859375,15608110
2024-06-26,707.0835571289062,715.8200073242188,717.9249877929688,703.5,707.0,9125520
2024-06-27,707.9280395507812,716.6749877929688,723.9000244140625,708.3049926757812,715.0,11376060
2024-06-28,702.8705444335938,711.5549926757812,722.5999755859375,710.530029296875,716.5,8295840
2024-07-01,718.7938232421875,727.6749877929688,730.4000244140625,707.5,707.5,7727450
2024-07-02,707.8145141601562,716.5599975585938,727.594970703125,712.2000122070312,727.5,12810270
2024-07-03,717.020751953125,725.8800048828125,728.4650268554688,717.0,718.9949951171875,8363930
2024-07-04,702.031005859375,710.7050170898438,732.5,710.0,730.10498046875,18979770
2024-07-05,705.0881958007812,713.7999877929688,714.989990234375,707.7000122070312,713.4000244140625,9310790
2024-07-08,701.1617431640625,709.8250122070312,714.7650146484375,704.7000122070312,714.4949951171875,6777050
2024-07-09,698.1785888671875,706.8049926757812,714.239990234375,704.2000122070312,710.9849853515625,9735030
2024-07-10,696.884521484375,705.4949951171875,712.9349975585938,702.0999755859375,706.7999877929688,8097140
2024-07-11,686.5473022460938,695.030029296875,708.7899780273438,693.0,708.7899780273438,9718010
2024-07-12,691.88134765625,700.4299926757812,704.5,691.5050048828125,699.6950073242188,10688330
2024-07-15,697.7537841796875,706.375,708.5,699.5250244140625,702.0050048828125,5333730
2024-07-16,697.29443359375,705.9099731445312,709.0,700.52001953125,708.0,5582000
2024-07-18,702.3223266601562,711.0,711.7899780273438,697.114990234375,704.7100219726562,8646050
2024-07-19,684.7691650390625,693.22998046875,711.0,691.0,711.0,9385980
2024-07-22,680.0228881835938,688.4249877929688,695.8599853515625,684.9400024414062,693.2000122070312,5751930
2024-07-23,664.4996948242188,672.7100219726562,694.4849853515625,662.0,693.4000244140625,19322120
2024-07-24,652.6510620117188,660.7150268554688,665.469970703125,654.10498046875,663.0,31006260
2024-07-25,656.6615600585938,664.7750244140625,666.5999755859375,655.14501953125,656.0,9509650
2024-07-26,670.6881713867188,678.9749755859375,680.8400268554688,666.7100219726562,667.5050048828125,11101840
2024-07-29,672.9304809570312,681.2449951171875,685.5,676.5750122070312,682.385009765625,7485650
2024-07-30,674.0319213867188,682.3599853515625,689.9000244140625,678.2999877929688,681.2449951171875,11794130
2024-07-31,672.38720703125,680.6950073242188,685.5,679.2999877929688,682.6950073242188,8896590
2024-08-01,668.9002685546875,677.1649780273438,684.4000244140625,675.0,683.1500244140625,8395230
2024-08-02,664.292236328125,672.5,675.0,667.3099975585938,672.5,6222180
2024-08-05,651.6187744140625,659.6699829101562,665.0,653.260009765625,665.0,9440410
2024-08-06,645.8551025390625,653.8350219726562,669.7000122070312,651.1500244140625,662.5999755859375,8918280
2024-08-07,655.6144409179688,663.7150268554688,665.9349975585938,658.1099853515625,660.0,4642840
2024-08-08,650.1864624023438,658.219970703125,667.8049926757812,657.135009765625,662.5050048828125,6903890
2024-08-09,653.7425537109375,661.8200073242188,670.0,659.0999755859375,670.0,6994900
2024-08-12,652.7498168945312,660.8150024414062,664.5,656.405029296875,661.9099731445312,6748870
2024-08-13,638.614501953125,646.5050048828125,664.4949951171875,645.219970703125,664.4949951171875,10723270
2024-08-14,637.9674682617188,645.8499755859375,648.9949951171875,643.094970703125,648.25,7742760
2024-08-16,651.0458984375,659.0900268554688,660.0,642.5,650.5,7534190
2024-08-19,653.5598754882812,661.635009765625,665.5999755859375,659.3599853515625,663.7999877929688,5287300
2024-08-20,664.015625,672.219970703125,677.3900146484375,661.635009765625,664.7349853515625,9571590
2024-08-21,665.3145751953125,673.5349731445312,674.72998046875,669.5,672.1950073242188,6331110
2024-08-22,666.1295166015625,674.3599853515625,676.5,672.3900146484375,675.0,7282600
2024-08-23,665.364013671875,673.5850219726562,676.2000122070312,670.4949951171875,675.5,6180450
2024-08-26,669.5621337890625,677.8350219726562,681.9000244140625,675.60498046875,677.5999755859375,8983430
2024-08-27,677.9830322265625,686.3599853515625,687.3350219726562,673.0,677.8350219726562,20359020
2024-08-28,681.5786743164062,690.0,691.7000122070312,685.2000122070312,687.5999755859375,8489860
2024-08-29,697.7339477539062,706.35498046875,715.7999877929688,688.155029296875,688.905029296875,26391590
2024-08-30,711.2273559570312,720.0150146484375,721.5050048828125,707.10498046875,707.10498046875,20443670
2024-09-02,734.9244995117188,744.0050048828125,745.0,722.9000244140625,727.4000244140625,22963780
2024-09-03,726.40478515625,735.3800048828125,746.0,720.6099853515625,746.0,18986560
2024-09-04,721.0410766601562,729.9500122070312,737.7000122070312,724.5250244140625,725.4949951171875,8867460
2024-09-05,715.647705078125,724.489990234375,732.6649780273438,719.2999877929688,732.0,6734470
2024-09-06,722.7845458984375,731.7150268554688,739.5,725.5549926757812,725.5549926757812,18428270
2024-09-09,725.7775268554688,734.7449951171875,737.7949829101562,726.280029296875,732.4000244140625,8789380
2024-09-10,715.346435546875,724.1849975585938,736.9949951171875,719.2999877929688,736.9949951171875,13089320
2024-09-11,725.5899047851562,734.5549926757812,743.2000122070312,720.6300048828125,725.0,11048900
2024-09-12,733.7638549804688,742.8300170898438,744.0,729.6599731445312,742.0,14467640
2024-09-13,750.5761108398438,759.8499755859375,766.0,735.2000122070312,742.8300170898438,22084380
2024-09-16,725.609619140625,734.5750122070312,768.0,732.2000122070312,768.0,26795550
2024-09-17,727.5604858398438,736.5499877929688,745.5,728.614990234375,733.75,15677860
2024-09-18,753.7963256835938,763.1099853515625,767.25,737.8499755859375,738.7249755859375,29749930
2024-09-19,749.7710571289062,759.0349731445312,774.7999877929688,756.0,767.5,17206440
2024-09-20,748.99072265625,758.2449951171875,765.5,748.7249755859375,763.5,16450040
2024-09-23,750.2402954101562,759.510009765625,763.594970703125,753.1699829101562,762.5750122070312,5734970
2024-09-24,746.2001953125,755.4199829101562,760.344970703125,748.3900146484375,759.7000122070312,10695400
2024-09-25,753.0851440429688,762.3900146484375,764.0,749.8049926757812,754.5,12720380
2024-09-26,767.35888671875,776.8400268554688,777.9400024414062,758.7550048828125,764.0,16681650
2024-09-27,766.1339111328125,775.5999755859375,781.0,771.0999755859375,778.0,11781310
2024-09-30,760.8986206054688,770.2999877929688,782.4000244140625,767.614990234375,774.5999755859375,9619520
2024-10-01,760.8986206054688,770.2999877929688,781.4650268554688,765.0999755859375,766.010009765625,7882880
2024-10-03,734.3120727539062,743.385009765625,770.0,738.0999755859375,761.0,10406620
2024-10-04,712.3336791992188,721.135009765625,743.0,715.5,742.0,17681110
2024-10-07,718.0678100585938,726.9400024414062,732.4000244140625,719.030029296875,721.135009765625,9362270
2024-10-08,709.9234619140625,718.6950073242188,729.5399780273438,716.0050048828125,726.4849853515625,9038050
2024-10-09,721.1348876953125,730.0449829101562,742.6799926757812,720.6099853515625,721.5999755859375,10543750
2024-10-10,723.036376953125,731.969970703125,736.7999877929688,727.2999877929688,732.0,5594270
2024-10-11,721.2880249023438,730.2000122070312,733.0,722.60498046875,732.5,3615870
2024-10-14,712.081787109375,720.8800048828125,731.385009765625,720.0,729.27001953125,4451810
2024-10-15,693.1259765625,701.6900024414062,725.614990234375,697.9000244140625,724.489990234375,14855670
2024-10-16,687.1448974609375,695.635009765625,705.9349975585938,692.0,701.0,11256980
2024-10-17,681.529296875,689.9500122070312,699.8800048828125,687.0999755859375,698.094970703125,6897550
2024-10-18,681.5342407226562,689.9550170898438,693.864990234375,682.0700073242188,689.2999877929688,7449290
2024-10-21,669.8140258789062,678.0900268554688,695.0750122070312,671.7249755859375,690.905029296875,22099660
2024-10-22,659.6397094726562,667.7899780273438,683.2999877929688,664.364990234375,680.0,17006190
2024-10-23,691.041748046875,699.5800170898438,709.885009765625,660.0999755859375,660.5750122070312,26373910
2024-10-24,695.4967041015625,704.0900268554688,712.2849731445312,699.0599975585938,701.25,8951250
2024-10-25,682.581298828125,691.0150146484375,705.9949951171875,689.3300170898438,704.0900268554688,10223240
2024-10-28,682.6998291015625,691.135009765625,704.5,687.5,692.0,7149810
2024-10-29,693.6791381835938,702.25,706.0,680.219970703125,690.9099731445312,14097500
2024-10-30,687.0115356445312,695.5,702.0449829101562,693.2000122070312,699.9000244140625,5660440
2024-10-31,680.566162109375,688.9749755859375,697.0800170898438,687.9749755859375,694.9000244140625,7301530
2024-11-01,683.9098510742188,692.3599853515625,694.4550170898438,690.2000122070312,693.0,450110
2024-11-04,676.0173950195312,684.3699951171875,697.5,675.2899780273438,697.5,7162390
2024-11-05,684.5765991210938,693.0349731445312,701.4949951171875,671.2000122070312,684.5,12234300
2024-11-06,692.0690307617188,700.6199951171875,702.4099731445312,689.22998046875,693.5,6962620
2024-11-07,682.023193359375,690.4500122070312,703.89501953125,687.0,700.6199951171875,4590470
2024-11-08,681.1785278320312,689.594970703125,695.155029296875,684.0999755859375,690.4500122070312,4248400
2024-11-11,669.6065673828125,677.8800048828125,690.4199829101562,675.2150268554688,686.0,7623160
2024-11-12,655.7182006835938,663.8200073242188,683.6849975585938,661.5,681.9000244140625,10572330
2024-11-13,648.5862426757812,656.5999755859375,670.2249755859375,652.6599731445312,663.5,8673470
2024-11-14,646.9218139648438,654.9149780273438,663.9450073242188,653.0,657.22998046875,5277030
2024-11-18,648.7789306640625,656.7949829101562,665.7000122070312,655.5,663.2999877929688,5965350
2024-11-19,651.4805297851562,659.530029296875,664.47998046875,656.0999755859375,659.4349975585938,8040460
2024-11-21,638.6737670898438,646.5650024414062,661.4000244140625,645.0999755859375,661.4000244140625,11010800
2024-11-22,660.2373046875,668.39501953125,672.239990234375,645.60498046875,647.0,9698550
2024-11-25,660.3805541992188,668.5399780273438,686.2999877929688,666.72998046875,678.989990234375,11327510
2024-11-26,653.7178955078125,661.7949829101562,673.97998046875,660.844970703125,672.2000122070312,6632780
2024-11-27,662.3363647460938,670.52001953125,673.3300170898438,661.2249755859375,665.0,6420100
2024-11-28,642.9954223632812,650.9400024414062,672.625,649.5,671.4000244140625,15768820
2024-11-29,649.5642700195312,657.5900268554688,660.9000244140625,651.0349731445312,651.9000244140625,7096430
2024-12-02,656.947998046875,665.0650024414062,666.5,649.0999755859375,659.5,9202490
2024-12-03,659.397705078125,667.5449829101562,672.239990234375,663.0800170898438,669.614990234375,13136660
2024-12-04,665.77392578125,674.0,676.4400024414062,666.6849975585938,670.1749877929688,11304410
2024-12-05,676.67919921875,685.0399780273438,688.989990234375,668.5449829101562,676.0,13482430
2024-12-06,676.6693725585938,685.030029296875,693.5,677.864990234375,687.594970703125,8332070
2024-12-09,678.4522705078125,686.8350219726562,692.5,682.7899780273438,685.010009765625,8409100
2024-12-10,685.1544799804688,693.6199951171875,695.885009765625,684.405029296875,688.47998046875,12045630
2024-12-11,702.826171875,711.510009765625,716.5,689.3099975585938,695.989990234375,19931040
2024-12-12,703.883056640625,712.5800170898438,714.8400268554688,707.5,712.1849975585938,9667960
2024-12-13,709.5134887695312,718.280029296875,721.7249755859375,698.0599975585938,709.9000244140625,12504360
2024-12-16,712.0422973632812,720.8400268554688,724.7999877929688,715.6099853515625,718.280029296875,7960740
2024-12-17,706.5501098632812,715.280029296875,725.739990234375,711.0,720.0,10318560
2024-12-18,698.8107299804688,707.4450073242188,717.8800048828125,706.0399780273438,714.9000244140625,7275140
2024-12-19,683.4110107421875,691.85498046875,702.4450073242188,688.7849731445312,695.0,9076750
2024-12-20,676.4668579101562,684.8250122070312,702.4000244140625,680.469970703125,691.3350219726562,27000190
2024-12-23,678.289306640625,686.6699829101562,697.6900024414062,685.594970703125,689.7000122070312,5829280
2024-12-24,672.5106811523438,680.8200073242188,691.0,679.4000244140625,688.2000122070312,6014270
2024-12-26,673.2564697265625,681.5750122070312,685.7999877929688,680.0050048828125,683.0399780273438,3290960
2024-12-27,682.3442993164062,690.7750244140625,697.6699829101562,683.0399780273438,684.6849975585938,5554180
2024-12-30,680.41796875,688.8250122070312,699.5,686.5,690.0,4908760
2024-12-31,673.9725952148438,682.2999877929688,687.7000122070312,679.2000122070312,686.9949951171875,6153980
2025-01-01,685.0656127929688,693.530029296875,694.7949829101562,680.5999755859375,682.2999877929688,4187210
2025-01-02,729.9015502929688,738.9199829101562,743.0,697.0999755859375,698.0,31716510
2025-01-03,731.6845092773438,740.7249755859375,750.0,735.9249877929688,738.9749755859375,15059280
2025-01-06,725.9652099609375,734.9349975585938,759.989990234375,731.6749877929688,750.0,19059760
2025-01-07,726.4196166992188,735.39501953125,744.6900024414062,730.14501953125,735.4949951171875,10425380
2025-01-08,726.5628051757812,735.5399780273438,738.844970703125,725.6699829101562,736.1849975585938,8444660
2025-01-09,718.863037109375,727.7449951171875,735.5399780273438,723.5999755859375,733.844970703125,6681410
2025-01-10,719.9100341796875,728.8049926757812,736.7050170898438,724.5050048828125,727.7449951171875,8089630
2025-01-13,706.3673706054688,715.094970703125,725.510009765625,713.4000244140625,724.0,6642740
2025-01-14,724.5477294921875,733.5,738.7999877929688,719.114990234375,723.0,9980110
2025-01-15,708.9801025390625,717.739990234375,735.0,710.52001953125,734.0499877929688,6817500
2025-01-16,717.1145629882812,725.9749755859375,728.9000244140625,719.405029296875,720.0,8608490
2025-01-17,709.4443359375,718.2100219726562,728.4949951171875,715.6300048828125,722.0999755859375,6652740
2025-01-20,734.929443359375,744.010009765625,747.0,718.2100219726562,718.2100219726562,10679710
2025-01-21,720.265625,729.1649780273438,748.5,727.760009765625,745.0,10032060
2025-01-22,730.6868896484375,739.7150268554688,742.0250244140625,726.0349731445312,733.9000244140625,7273680
2025-01-23,735.2406005859375,744.3250122070312,752.4000244140625,732.5,734.0999755859375,10302950
2025-01-24,734.7813110351562,743.8599853515625,750.5,733.8300170898438,744.3250122070312,6796870
2025-01-27,720.6409912109375,729.5449829101562,747.4500122070312,726.0,738.010009765625,6928100
2025-01-28,751.376220703125,760.6599731445312,770.6799926757812,734.5,739.0,24789330
2025-01-29,766.4945068359375,775.9650268554688,778.7000122070312,756.89501953125,765.7249755859375,15149200
2025-01-30,780.5211181640625,790.1649780273438,825.0650024414062,785.0,785.0,56488830
2025-01-31,778.8864135742188,788.510009765625,798.0650024414062,779.0999755859375,792.5,18335460
2025-02-01,790.2459716796875,800.010009765625,810.9949951171875,778.4400024414062,788.0,16153780
2025-02-03,832.2964477539062,842.5800170898438,843.9299926757812,792.10498046875,792.219970703125,43369260
2025-02-04,837.19091796875,847.5349731445312,849.0,830.2999877929688,842.5,19663000
2025-02-05,840.559326171875,850.9450073242188,858.8699951171875,844.5499877929688,850.0,18674930
2025-02-06,840.3469848632812,850.72998046875,866.280029296875,846.2000122070312,853.4249877929688,17094730
2025-02-07,837.082275390625,847.4249877929688,858.5,838.3900146484375,858.5,9665400
2025-02-10,818.5660400390625,828.6799926757812,848.7999877929688,822.0,847.8800048828125,12438380
2025-02-11,809.122802734375,819.1199951171875,835.510009765625,813.9349975585938,829.9000244140625,9630590
2025-02-12,811.3798828125,821.405029296875,828.4000244140625,802.5,814.9650268554688,14837310
2025-02-13,830.636962890625,840.9000244140625,849.7999877929688,819.7050170898438,819.7050170898438,18003130
2025-02-14,828.9873046875,839.22998046875,845.5599975585938,828.2000122070312,840.85498046875,8633150
2025-02-17,832.3753662109375,842.6599731445312,848.7999877929688,822.0250244140625,822.0250244140625,8627990
2025-02-18,836.2575073242188,846.5900268554688,848.0,836.0700073242188,843.0,8689770
2025-02-19,833.644775390625,843.9450073242188,852.9000244140625,840.0,845.9149780273438,8961980
2025-02-20,829.693603515625,839.9450073242188,845.5599975585938,834.5650024414062,835.5850219726562,7900700
2025-02-21,829.4219360351562,839.6699829101562,842.030029296875,828.7999877929688,836.0,6086470
2025-02-24,825.2979125976562,835.4949951171875,839.9000244140625,831.10498046875,832.7999877929688,3552600
2025-02-25,838.51953125,848.8800048828125,852.6649780273438,833.8049926757812,835.4949951171875,10985410
2025-02-27,859.9151611328125,870.5399780273438,873.9000244140625,854.260009765625,854.260009765625,18382830
2025-02-28,842.618896484375,853.030029296875,867.0,851.0050048828125,866.5,17545800
2025-03-03,852.2548217773438,862.7849731445312,865.0800170898438,843.8099975585938,853.5999755859375,8749960
2025-03-04,848.1159057617188,858.594970703125,861.9299926757812,851.364990234375,852.219970703125,7655060
2025-03-05,819.7415771484375,829.8699951171875,850.0,822.0999755859375,845.5,16300920
2025-03-06,830.8197021484375,841.0850219726562,845.97998046875,827.5549926757812,836.5,8814220
2025-03-07,830.1924438476562,840.4500122070312,847.0,836.64501953125,840.989990234375,4729460
2025-03-10,824.0779418945312,834.260009765625,863.7899780273438,832.60498046875,843.7750244140625,10164530
2025-03-11,823.8656005859375,834.0449829101562,837.5,821.125,830.5,8135670
2025-03-12,838.08984375,848.4450073242188,852.4500122070312,827.2550048828125,834.1099853515625,20882230
2025-03-13,831.7679443359375,842.0449829101562,856.0,839.2999877929688,850.0,12173510
2025-03-17,847.5628051757812,858.0349731445312,862.9949951171875,838.5999755859375,839.9199829101562,11020850
2025-03-18,847.5628051757812,858.0349731445312,858.0349731445312,858.0349731445312,858.0349731445312,0
2025-03-19,862.503173828125,873.1599731445312,887.9000244140625,868.260009765625,870.0,12898200
2025-03-20,857.3716430664062,867.9650268554688,876.8049926757812,854.114990234375,872.5,7924330
2025-03-21,880.72802734375,891.6099853515625,908.9000244140625,883.0999755859375,903.9949951171875,27448010
2025-03-24,897.9107666015625,909.0050048828125,911.5,892.7000122070312,909.594970703125,14332170
2025-03-25,895.6585083007812,906.7249755859375,926.0050048828125,897.7050170898438,912.5,17482600
2025-03-26,875.7841186523438,886.60498046875,912.6900024414062,884.9949951171875,910.2050170898438,8862110
2025-03-27,889.3959350585938,900.385009765625,905.5399780273438,882.2249755859375,886.0999755859375,20920440
2025-03-28,883.6420288085938,894.5599975585938,902.8900146484375,886.0999755859375,899.760009765625,9770990
2025-04-01,859.2039794921875,869.8200073242188,892.5,867.0999755859375,878.3300170898438,11834240
2025-04-02,856.3442993164062,866.9249877929688,875.9849853515625,861.2000122070312,873.0,6464950
